day,side,entry_et,exit_et,held_s,reason,points,pnl
2026-06-23,long,15:20:30,15:20:30,0.5,stop,-5.0,-105.0
2026-06-23,short,15:20:45,15:20:48,3.2,stop,-5.0,-105.0
2026-06-23,short,15:21:00,15:21:25,24.9,stop,-5.0,-105.0
2026-06-23,long,15:21:30,15:21:35,5.3,target,10.0,195.0
2026-06-23,long,15:21:45,15:22:05,20.2,target,10.0,195.0
2026-06-23,long,15:22:15,15:22:16,0.9,stop,-5.0,-105.0
2026-06-23,short,15:22:30,15:22:33,3.3,stop,-5.0,-105.0
2026-06-23,short,15:22:45,15:23:05,20.3,stop,-5.0,-105.0
2026-06-23,long,15:23:15,15:23:21,6.5,target,10.0,195.0
2026-06-23,long,15:23:30,15:23:34,4.1,target,10.0,195.0
2026-06-23,short,15:23:45,15:23:47,2.7,stop,-5.0,-105.0
2026-06-23,short,15:24:00,15:24:06,6.2,target,10.0,195.0
2026-06-23,short,15:24:15,15:24:18,3.5,target,10.0,195.0
2026-06-23,short,15:24:30,15:24:38,8.7,stop,-5.0,-105.0
2026-06-23,short,15:24:45,15:25:07,22.5,target,10.0,195.0
2026-06-23,short,15:25:15,15:25:27,11.9,target,10.0,195.0
2026-06-23,short,15:25:30,15:25:31,1.5,stop,-5.0,-105.0
2026-06-23,long,15:25:45,15:25:53,8.7,target,10.0,195.0
2026-06-23,long,15:26:00,15:26:08,8.3,target,10.0,195.0
2026-06-23,long,15:26:15,15:26:22,6.8,target,10.0,195.0
2026-06-23,long,15:26:30,15:26:37,7.2,target,10.0,195.0
2026-06-23,short,15:26:45,15:26:47,2.6,stop,-5.0,-105.0
2026-06-23,short,15:27:00,15:27:03,3.7,stop,-5.0,-105.0
2026-06-23,long,15:27:15,15:27:15,0.2,stop,-5.0,-105.0
2026-06-23,short,15:27:30,15:28:07,37.5,target,10.0,195.0
2026-06-23,short,15:28:15,15:28:19,3.8,stop,-5.0,-105.0
2026-06-23,short,15:28:30,15:28:31,1.6,stop,-5.0,-105.0
2026-06-23,long,15:28:45,15:28:56,11.3,stop,-5.0,-105.0
2026-06-23,short,15:29:00,15:29:03,3.6,stop,-5.0,-105.0
2026-06-23,long,15:29:15,15:29:34,19.1,stop,-5.0,-105.0
2026-06-23,short,15:29:45,15:29:45,0.3,stop,-5.0,-105.0
2026-06-23,long,15:30:00,15:30:03,3.6,stop,-5.25,-110.0
2026-06-23,long,15:30:15,15:30:17,2.6,stop,-5.25,-110.0
2026-06-23,long,15:30:30,15:30:35,5.6,stop,-5.0,-105.0
2026-06-23,short,15:30:45,15:30:49,3.9,stop,-5.0,-105.0
2026-06-23,long,15:31:00,15:31:03,2.9,stop,-5.0,-105.0
2026-06-23,short,15:31:15,15:31:30,15.1,target,10.0,195.0
2026-06-23,short,15:31:45,15:31:46,1.4,stop,-5.0,-105.0
2026-06-23,short,15:32:00,15:32:07,7.3,target,10.0,195.0
2026-06-23,short,15:32:15,15:32:17,2.2,stop,-5.0,-105.0
2026-06-23,long,15:32:30,15:32:49,19.4,target,10.0,195.0
2026-06-23,long,15:33:00,15:33:15,15.0,jev,0.5,5.0
2026-06-23,short,15:33:15,15:33:29,14.5,target,10.0,195.0
2026-06-23,short,15:33:30,15:33:33,3.4,stop,-5.0,-105.0
2026-06-23,long,15:33:45,15:33:50,5.5,target,10.0,195.0
2026-06-23,long,15:34:00,15:34:08,8.3,target,10.0,195.0
2026-06-23,long,15:34:15,15:34:16,1.1,stop,-5.0,-105.0
2026-06-23,short,15:34:30,15:34:45,15.0,jev,-1.75,-40.0
2026-06-23,long,15:34:45,15:34:54,9.6,stop,-5.0,-105.0
2026-06-23,short,15:35:00,15:35:03,3.0,stop,-5.0,-105.0
2026-06-23,short,15:35:15,15:35:26,10.9,target,10.0,195.0
2026-06-23,short,15:35:30,15:35:30,0.2,stop,-5.0,-105.0
2026-06-23,long,15:35:45,15:35:52,7.7,stop,-5.0,-105.0
2026-06-23,long,15:36:00,15:36:04,3.8,stop,-5.0,-105.0
2026-06-23,long,15:36:15,15:36:16,1.4,stop,-5.0,-105.0
2026-06-23,long,15:36:30,15:36:34,4.4,stop,-5.0,-105.0
2026-06-23,short,15:36:45,15:36:51,6.6,stop,-5.0,-105.0
2026-06-23,short,15:37:15,15:37:15,0.5,stop,-5.0,-105.0
2026-06-23,short,15:37:30,15:37:31,0.8,stop,-5.0,-105.0
2026-06-23,long,15:37:45,15:38:00,15.0,jev,3.75,70.0
2026-06-23,short,15:38:00,15:38:02,2.4,stop,-5.0,-105.0
2026-06-23,long,15:38:15,15:38:16,1.4,stop,-5.0,-105.0
2026-06-23,short,15:38:30,15:38:40,10.6,stop,-5.0,-105.0
2026-06-23,long,15:38:45,15:38:50,5.7,stop,-5.0,-105.0
2026-06-23,short,15:39:00,15:39:07,7.3,stop,-5.0,-105.0
2026-06-23,long,15:39:15,15:39:21,6.1,stop,-5.0,-105.0
2026-06-23,short,15:39:30,15:39:50,20.6,stop,-5.0,-105.0
2026-06-23,short,15:40:00,15:40:06,6.2,stop,-5.0,-105.0
2026-06-23,short,15:40:15,15:40:23,8.8,stop,-5.0,-105.0
2026-06-23,long,15:40:30,15:40:32,2.6,stop,-5.0,-105.0
2026-06-23,short,15:40:45,15:41:02,17.5,target,10.0,195.0
2026-06-23,short,15:41:15,15:41:16,1.1,stop,-5.0,-105.0
2026-06-23,short,15:41:30,15:41:45,15.0,jev,-3.75,-80.0
2026-06-23,long,15:41:45,15:41:53,7.9,stop,-5.5,-115.0
2026-06-23,short,15:42:00,15:42:05,5.3,stop,-5.0,-105.0
2026-06-23,short,15:42:15,15:42:28,12.8,target,10.0,195.0
2026-06-23,short,15:42:30,15:42:48,18.3,stop,-5.0,-105.0
2026-06-23,long,15:43:00,15:43:10,10.2,target,10.0,195.0
2026-06-23,long,15:43:15,15:43:20,5.7,stop,-5.0,-105.0
2026-06-23,short,15:43:30,15:43:45,15.0,jev,-2.25,-50.0
2026-06-23,long,15:43:45,15:44:00,15.0,jev,1.5,25.0
2026-06-23,short,15:44:00,15:44:16,16.4,stop,-5.0,-105.0
2026-06-23,long,15:44:30,15:44:33,3.2,stop,-5.0,-105.0
2026-06-23,long,15:44:45,15:44:46,1.2,stop,-5.0,-105.0
2026-06-23,short,15:45:00,15:45:06,6.3,stop,-5.0,-105.0
2026-06-23,long,15:45:15,15:45:19,3.9,stop,-5.0,-105.0
2026-06-23,short,15:45:30,15:45:31,0.8,stop,-5.0,-105.0
2026-06-23,short,15:45:45,15:45:51,6.4,stop,-5.0,-105.0
2026-06-23,long,15:46:00,15:46:04,3.8,stop,-5.25,-110.0
2026-06-23,short,15:46:15,15:46:21,5.8,target,10.0,195.0
2026-06-23,short,15:46:30,15:46:45,15.0,jev,-2.0,-45.0
2026-06-23,long,15:46:45,15:46:46,1.5,stop,-5.0,-105.0
2026-06-23,short,15:47:00,15:47:08,8.4,stop,-5.0,-105.0
2026-06-23,short,15:47:15,15:47:20,5.1,target,10.0,195.0
2026-06-23,short,15:47:30,15:48:07,37.2,target,10.0,195.0
2026-06-23,short,15:48:15,15:48:32,16.8,target,10.0,195.0
2026-06-23,short,15:48:45,15:48:52,7.1,stop,-5.0,-105.0
2026-06-23,long,15:49:00,15:49:05,5.1,target,10.0,195.0
2026-06-23,long,15:49:15,15:49:33,18.3,target,10.0,195.0
2026-06-23,long,15:49:45,15:50:00,14.8,target,10.0,195.0
2026-06-23,long,15:50:15,15:50:28,13.4,stop,-5.25,-110.0
2026-06-23,long,15:50:30,15:50:33,3.5,target,10.0,195.0
2026-06-23,long,15:50:45,15:50:46,1.0,stop,-5.0,-105.0
2026-06-23,long,15:51:00,15:51:03,3.7,stop,-5.0,-105.0
2026-06-23,short,15:51:15,15:51:20,4.9,stop,-5.0,-105.0
2026-06-23,long,15:51:30,15:51:37,6.8,stop,-5.0,-105.0
2026-06-23,short,15:51:45,15:52:02,17.4,target,10.0,195.0
2026-06-23,short,15:52:15,15:52:18,2.9,stop,-5.0,-105.0
2026-06-23,long,15:52:30,15:52:33,2.8,stop,-5.0,-105.0
2026-06-23,short,15:52:45,15:52:49,4.4,stop,-5.0,-105.0
2026-06-23,long,15:53:00,15:53:10,9.8,stop,-5.25,-110.0
2026-06-23,short,15:53:15,15:53:19,3.9,stop,-5.0,-105.0
2026-06-23,long,15:53:30,15:53:45,15.0,jev,-3.75,-80.0
2026-06-23,short,15:53:45,15:53:46,1.0,stop,-5.0,-105.0
2026-06-23,long,15:54:00,15:54:01,0.8,stop,-5.0,-105.0
2026-06-23,long,15:54:15,15:54:25,10.5,target,10.0,195.0
2026-06-23,long,15:54:30,15:54:36,6.6,stop,-5.0,-105.0
2026-06-23,short,15:54:45,15:54:50,4.8,stop,-6.0,-125.0
